"latin_name","Density","Biomass","ID_sampling","station_name","dates","Temperature","Salinity"
"Ophiura albida",57.77777778,3.555555556,252,"Millionenviertel","1971-03-15",9.6,22.2406
"Ophiura albida",71.11111111,3.222222222,5,"Millionenviertel","1971-05-04",9.6,22.2406
"Ophiura albida",17.77777778,0.922222222,253,"Millionenviertel","1971-07-06",9.6,22.2406
"Ophiura albida",56.66666667,2.766666667,254,"Millionenviertel","1971-09-06",15,17.6625
"Ophiura albida",34.44444444,3.722222222,255,"Millionenviertel","1971-11-05",5.2,21.0432
"Ophiura albida",156.6666667,10.23333333,112,"Millionenviertel","1972-01-25",2.5,19.74
"Ophiura albida",45.55555556,3.555555556,256,"Millionenviertel","1972-03-10",1.9,19.9882
"Ophiura albida",117.7777778,7.166666667,20,"Millionenviertel","1975-04-17",7.8,18.825
"Ophiura albida",163.3333333,9.688888889,21,"Millionenviertel","1975-07-02",11.6,18.2965
"Ophiura albida",237.7777778,16.5,24,"Millionenviertel","1975-09-17",13.2,20.8195
"Ophiura albida",136.6666667,9.7,257,"Millionenviertel","1975-12-15",3.7,24.2
"Ophiura albida",197.7777778,13.2,28,"Millionenviertel","1976-02-18",1.6,18
"Ophiura albida",88.88888889,5.633333333,33,"Millionenviertel","1976-06-24",11.1,20.15275
"Ophiura albida",85.55555556,4.111111111,270,"Millionenviertel","1978-08-14",12.2,23.122
"Ophiura albida",131.1111111,7.1,271,"Millionenviertel","1978-10-18",12.1,20.6265
"Pectinaria koreni",6.666666667,0.355555556,240,"Millionenviertel","1968-03-15",1.9,15.9256666666667
"Pectinaria koreni",2.222222222,0.088888889,241,"Millionenviertel","1968-05-15",5.3,16.1083333333333
"Pectinaria koreni",24.44444444,0.755555556,243,"Millionenviertel","1968-09-15",13.1,15.1833333333333
"Pectinaria koreni",30,1.4,244,"Millionenviertel","1968-11-15",9.2,21.917
"Pectinaria koreni",42.22222222,3.344444444,245,"Millionenviertel","1969-01-15",3.4,18.675
"Pectinaria koreni",53.33333333,3.266666667,251,"Millionenviertel","1971-01-07",6.4,15.1904
"Pectinaria koreni",36.66666667,1.511111111,252,"Millionenviertel","1971-03-15",9.6,22.2406
"Pectinaria koreni",12.22222222,0.611111111,5,"Millionenviertel","1971-05-04",9.6,22.2406
"Pectinaria koreni",5.555555556,0.444444444,253,"Millionenviertel","1971-07-06",9.6,22.2406
"Pectinaria koreni",3.333333333,0.033333333,254,"Millionenviertel","1971-09-06",15,17.6625
"Pectinaria koreni",23.33333333,1.555555556,255,"Millionenviertel","1971-11-05",5.2,21.0432
"Pectinaria koreni",22.22222222,1.266666667,112,"Millionenviertel","1972-01-25",2.5,19.74
"Pectinaria koreni",10,0.911111111,256,"Millionenviertel","1972-03-10",1.9,19.9882
"Pectinaria koreni",43.33333333,1.244444444,20,"Millionenviertel","1975-04-17",7.8,18.825
"Pectinaria koreni",3.333333333,0.077777778,21,"Millionenviertel","1975-07-02",11.6,18.2965
"Pectinaria koreni",100,1.466666667,24,"Millionenviertel","1975-09-17",13.2,20.8195
"Pectinaria koreni",100,5.9,257,"Millionenviertel","1975-12-15",3.7,24.2
"Pectinaria koreni",66.66666667,4.077777778,28,"Millionenviertel","1976-02-18",1.6,18
"Pectinaria koreni",15.55555556,1.466666667,33,"Millionenviertel","1976-06-24",11.1,20.15275
"Pectinaria koreni",11.11111111,1.088888889,270,"Millionenviertel","1978-08-14",12.2,23.122
"Pectinaria koreni",56.66666667,1.288888889,271,"Millionenviertel","1978-10-18",12.1,20.6265
"Pherusa plumosa",1.111111111,0.022222222,240,"Millionenviertel","1968-03-15",1.9,15.9256666666667
"Pherusa plumosa",0,0,241,"Millionenviertel","1968-05-15",5.3,16.1083333333333
"Pherusa plumosa",0,0,243,"Millionenviertel","1968-09-15",13.1,15.1833333333333
"Pherusa plumosa",8.888888889,0.255555556,244,"Millionenviertel","1968-11-15",9.2,21.917
"Pherusa plumosa",11.11111111,0.488888889,245,"Millionenviertel","1969-01-15",3.4,18.675
"Pherusa plumosa",2.222222222,0.111111111,251,"Millionenviertel","1971-01-07",6.4,15.1904
"Pherusa plumosa",1.111111111,0.022222222,252,"Millionenviertel","1971-03-15",9.6,22.2406
"Pherusa plumosa",0,0,5,"Millionenviertel","1971-05-04",9.6,22.2406
"Pherusa plumosa",7.777777778,0.611111111,253,"Millionenviertel","1971-07-06",9.6,22.2406
"Pherusa plumosa",0,0,254,"Millionenviertel","1971-09-06",15,17.6625
"Pherusa plumosa",7.777777778,0.755555556,255,"Millionenviertel","1971-11-05",5.2,21.0432
"Pherusa plumosa",0,0,112,"Millionenviertel","1972-01-25",2.5,19.74
"Pherusa plumosa",8.888888889,0.433333333,256,"Millionenviertel","1972-03-10",1.9,19.9882
"Pherusa plumosa",1.111111111,0.088888889,20,"Millionenviertel","1975-04-17",7.8,18.825
"Pherusa plumosa",0,0,21,"Millionenviertel","1975-07-02",11.6,18.2965
"Pherusa plumosa",1.111111111,0.022222222,24,"Millionenviertel","1975-09-17",13.2,20.8195
"Pherusa plumosa",1.111111111,0.022222222,257,"Millionenviertel","1975-12-15",3.7,24.2
"Pherusa plumosa",3.333333333,0.133333333,28,"Millionenviertel","1976-02-18",1.6,18
"Pherusa plumosa",0,0,33,"Millionenviertel","1976-06-24",11.1,20.15275
"Pherusa plumosa",2.222222222,0.666666667,270,"Millionenviertel","1978-08-14",12.2,23.122
"Pherusa plumosa",1.111111111,0.022222222,271,"Millionenviertel","1978-10-18",12.1,20.6265
"Terebellides stroemi",10,0.288888889,240,"Millionenviertel","1968-03-15",1.9,15.9256666666667
"Terebellides stroemi",10,0.366666667,241,"Millionenviertel","1968-05-15",5.3,16.1083333333333
"Terebellides stroemi",30,0.588888889,243,"Millionenviertel","1968-09-15",13.1,15.1833333333333
"Terebellides stroemi",85.55555556,0.811111111,244,"Millionenviertel","1968-11-15",9.2,21.917
"Terebellides stroemi",83.33333333,1.033333333,245,"Millionenviertel","1969-01-15",3.4,18.675
"Terebellides stroemi",192.2222222,4.3,251,"Millionenviertel","1971-01-07",6.4,15.1904
"Terebellides stroemi",230,6.777777778,252,"Millionenviertel","1971-03-15",9.6,22.2406
"Terebellides stroemi",78.88888889,2.488888889,5,"Millionenviertel","1971-05-04",9.6,22.2406
"Terebellides stroemi",127.7777778,6.055555556,253,"Millionenviertel","1971-07-06",9.6,22.2406
"Terebellides stroemi",82.22222222,3.111111111,254,"Millionenviertel","1971-09-06",15,17.6625
"Terebellides stroemi",90,4.277777778,255,"Millionenviertel","1971-11-05",5.2,21.0432
"Terebellides stroemi",76.66666667,2.533333333,112,"Millionenviertel","1972-01-25",2.5,19.74
"Terebellides stroemi",55.55555556,1.222222222,256,"Millionenviertel","1972-03-10",1.9,19.9882
"Terebellides stroemi",20,0.877777778,20,"Millionenviertel","1975-04-17",7.8,18.825
"Terebellides stroemi",26.66666667,1.644444444,21,"Millionenviertel","1975-07-02",11.6,18.2965
"Terebellides stroemi",36.66666667,1.255555556,24,"Millionenviertel","1975-09-17",13.2,20.8195
"Terebellides stroemi",7.777777778,1.2,257,"Millionenviertel","1975-12-15",3.7,24.2
"Terebellides stroemi",14.44444444,0.511111111,28,"Millionenviertel","1976-02-18",1.6,18
"Terebellides stroemi",12.22222222,0.777777778,33,"Millionenviertel","1976-06-24",11.1,20.15275
"Terebellides stroemi",12.22222222,1.311111111,270,"Millionenviertel","1978-08-14",12.2,23.122
"Terebellides stroemi",51.11111111,2.766666667,271,"Millionenviertel","1978-10-18",12.1,20.6265
