"ID_Predators_individuals","ID_species","Lifestage","Sex","Length","stomach_part","number_of_prey","total_weight_g","latin_name","ID_sampling","station_name","dates","aggregated.dates","key.to.environment","corresponding.benthic.date","time.difference","temperature","Salinity"
8459,1,2,10,33,"Vorderdarm oder Magen",1,1,"Diastylis rathkei",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8459,1,2,10,33,"Vorderdarm oder Magen",1,157,"Cyprina islandica",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8459,1,2,10,33,"Vorderdarm oder Magen",NA,2,"Macerated",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8460,1,1,10,35,"Vorderdarm oder Magen",11,21,"Diastylis rathkei",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8460,1,1,10,35,"Vorderdarm oder Magen",1,124,"Cyprina islandica",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8460,1,1,10,35,"Vorderdarm oder Magen",1,113,"Nephthys spp.",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8460,1,1,10,35,"Vorderdarm oder Magen",NA,59,"Macerated",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8461,1,1,0,12,"Vorderdarm oder Magen",35,30,"Gastosaccus spinifer",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8461,1,1,0,12,"Vorderdarm oder Magen",1,5,"Harmothoe spp.",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8461,1,1,0,12,"Vorderdarm oder Magen",NA,5,"Macerated",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8462,1,1,10,13,"Vorderdarm oder Magen",2,3,"Diastylis rathkei",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8462,1,1,10,13,"Vorderdarm oder Magen",41,20,"Gastosaccus spinifer",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8462,1,1,10,13,"Vorderdarm oder Magen",NA,11,"Aphroditidae spp.",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8462,1,1,10,13,"Vorderdarm oder Magen",NA,23,"Macerated",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8463,1,1,20,13,"Vorderdarm oder Magen",1,70,"Nephthys spp.",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8463,1,1,20,13,"Vorderdarm oder Magen",13,18,"Diastylis rathkei",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8463,1,1,20,13,"Vorderdarm oder Magen",NA,14,"Macerated",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8464,1,1,10,14,"Vorderdarm oder Magen",6,5,"Gastosaccus spinifer",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8464,1,1,10,14,"Vorderdarm oder Magen",5,9,"Diastylis rathkei",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8464,1,1,10,14,"Vorderdarm oder Magen",NA,20,"Aphroditidae spp.",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8464,1,1,10,14,"Vorderdarm oder Magen",NA,12,"Macerated",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8465,1,1,10,18,"Vorderdarm oder Magen",2,1,"Gastosaccus spinifer",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8465,1,1,10,18,"Vorderdarm oder Magen",3,4,"Diastylis rathkei",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8465,1,1,10,18,"Vorderdarm oder Magen",1,3,"Crangon crangon",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8465,1,1,10,18,"Vorderdarm oder Magen",NA,13,"Aphroditidae spp.",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8465,1,1,10,18,"Vorderdarm oder Magen",NA,13,"Macerated",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8466,1,1,10,23,"Vorderdarm oder Magen",8,14,"Diastylis rathkei",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8466,1,1,10,23,"Vorderdarm oder Magen",3,2,"Gastosaccus spinifer",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8466,1,1,10,23,"Vorderdarm oder Magen",2,3,"Pherusa plumosa",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8466,1,1,10,23,"Vorderdarm oder Magen",NA,31,"Macerated",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8466,1,1,10,23,"Vorderdarm oder Magen",NA,10,"Aphroditidae spp.",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8467,1,1,20,25,"Vorderdarm oder Magen",1,16,"Pherusa plumosa",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8467,1,1,20,25,"Vorderdarm oder Magen",1,2,"Diastylis rathkei",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8467,1,1,20,25,"Vorderdarm oder Magen",NA,10,"Unidentified Polychaeta remains",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8467,1,1,20,25,"Vorderdarm oder Magen",NA,22,"Macerated",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8468,1,1,20,26,"Vorderdarm oder Magen",4,4,"Gastosaccus spinifer",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8468,1,1,20,26,"Vorderdarm oder Magen",14,23,"Diastylis rathkei",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8468,1,1,20,26,"Vorderdarm oder Magen",NA,3,"Aphroditidae spp.",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8468,1,1,20,26,"Vorderdarm oder Magen",NA,57,"Macerated",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8469,1,1,20,26,"Vorderdarm oder Magen",32,56,"Diastylis rathkei",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8469,1,1,20,26,"Vorderdarm oder Magen",NA,26,"Macerated",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8470,1,1,10,28,"Vorderdarm oder Magen",2,4,"Diastylis rathkei",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8470,1,1,10,28,"Vorderdarm oder Magen",1,64,"Nephthys spp.",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8470,1,1,10,28,"Vorderdarm oder Magen",NA,9,"Macerated",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8471,1,1,20,30,"Vorderdarm oder Magen",1,3,"Mysis mixta",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8471,1,1,20,30,"Vorderdarm oder Magen",1,1,"Gastosaccus spinifer",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8471,1,1,20,30,"Vorderdarm oder Magen",14,22,"Diastylis rathkei",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8471,1,1,20,30,"Vorderdarm oder Magen",NA,4,"Aphroditidae spp.",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8471,1,1,20,30,"Vorderdarm oder Magen",NA,24,"Macerated",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8472,1,1,20,34,"Vorderdarm oder Magen",1,1,"Gastosaccus spinifer",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8472,1,1,20,34,"Vorderdarm oder Magen",4,6,"Diastylis rathkei",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8472,1,1,20,34,"Vorderdarm oder Magen",NA,20,"Unidentified Polychaeta remains",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8472,1,1,20,34,"Vorderdarm oder Magen",NA,23,"Macerated",14,"Millionenviertel","1968-09-25","1968-09-24",243,"1968-09-15",9,11.5,19.975
8473,1,1,20,21,"Vorderdarm oder Magen",3,7,"Diastylis rathkei",16,"Millionenviertel","1968-10-08","1968-10-08",243,"1968-09-15",23,11.5,19.975
8473,1,1,20,21,"Vorderdarm oder Magen",1,1,"Gastosaccus spinifer",16,"Millionenviertel","1968-10-08","1968-10-08",243,"1968-09-15",23,11.5,19.975
8473,1,1,20,21,"Vorderdarm oder Magen",50,90,"Diastylis rathkei",16,"Millionenviertel","1968-10-08","1968-10-08",243,"1968-09-15",23,11.5,19.975
8473,1,1,20,21,"Vorderdarm oder Magen",NA,8,"Macerated",16,"Millionenviertel","1968-10-08","1968-10-08",243,"1968-09-15",23,11.5,19.975
8474,1,1,20,23,"Vorderdarm oder Magen",57,91,"Diastylis rathkei",16,"Millionenviertel","1968-10-08","1968-10-08",243,"1968-09-15",23,11.5,19.975
8474,1,1,20,23,"Vorderdarm oder Magen",1,5,"Mysis mixta",16,"Millionenviertel","1968-10-08","1968-10-08",243,"1968-09-15",23,11.5,19.975
8474,1,1,20,23,"Vorderdarm oder Magen",NA,44,"Macerated",16,"Millionenviertel","1968-10-08","1968-10-08",243,"1968-09-15",23,11.5,19.975
8475,1,1,20,24,"Vorderdarm oder Magen",17,28,"Diastylis rathkei",16,"Millionenviertel","1968-10-08","1968-10-08",243,"1968-09-15",23,11.5,19.975
8475,1,1,20,24,"Vorderdarm oder Magen",NA,20,"Macerated",16,"Millionenviertel","1968-10-08","1968-10-08",243,"1968-09-15",23,11.5,19.975
8476,1,1,20,28,"Vorderdarm oder Magen",1,2,"Diastylis rathkei",16,"Millionenviertel","1968-10-08","1968-10-08",243,"1968-09-15",23,11.5,19.975
8477,1,1,20,34,"Vorderdarm oder Magen",3,1407,"Cyprina islandica",16,"Millionenviertel","1968-10-08","1968-10-08",243,"1968-09-15",23,11.5,19.975
8477,1,1,20,34,"Vorderdarm oder Magen",9,16,"Diastylis rathkei",16,"Millionenviertel","1968-10-08","1968-10-08",243,"1968-09-15",23,11.5,19.975
8477,1,1,20,34,"Vorderdarm oder Magen",1,12,"Pherusa plumosa",16,"Millionenviertel","1968-10-08","1968-10-08",243,"1968-09-15",23,11.5,19.975
8477,1,1,20,34,"Vorderdarm oder Magen",NA,14,"Macerated",16,"Millionenviertel","1968-10-08","1968-10-08",243,"1968-09-15",23,11.5,19.975
8478,1,1,20,15,"Vorderdarm oder Magen",10,21,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8478,1,1,20,15,"Vorderdarm oder Magen",2,30,"Nephthys spp.",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8478,1,1,20,15,"Vorderdarm oder Magen",1,30,"Gobiidae spp.",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8478,1,1,20,15,"Vorderdarm oder Magen",NA,25,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8479,1,1,10,16,"Vorderdarm oder Magen",1,2,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8479,1,1,10,16,"Vorderdarm oder Magen",1,6,"Pectinaria koreni",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8479,1,1,10,16,"Vorderdarm oder Magen",NA,18,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8480,1,1,20,16,"Vorderdarm oder Magen",18,31,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8480,1,1,20,16,"Vorderdarm oder Magen",1,2,"Crangon crangon",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8480,1,1,20,16,"Vorderdarm oder Magen",NA,5,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8481,1,1,10,16,"Vorderdarm oder Magen",8,20,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8481,1,1,10,16,"Vorderdarm oder Magen",NA,18,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8482,1,1,10,16,"Vorderdarm oder Magen",66,121,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8482,1,1,10,16,"Vorderdarm oder Magen",1,1,"Anaitides spp.",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8482,1,1,10,16,"Vorderdarm oder Magen",1,2,"Harmothoe spp.",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8482,1,1,10,16,"Vorderdarm oder Magen",NA,24,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8483,1,1,10,17,"Vorderdarm oder Magen",36,72,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8483,1,1,10,17,"Vorderdarm oder Magen",NA,3,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8484,1,1,20,17,"Vorderdarm oder Magen",62,110,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8484,1,1,20,17,"Vorderdarm oder Magen",NA,34,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8485,1,1,10,17,"Vorderdarm oder Magen",1,8,"Crangon crangon",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8485,1,1,10,17,"Vorderdarm oder Magen",45,90,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8485,1,1,10,17,"Vorderdarm oder Magen",NA,29,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8486,1,1,10,17,"Vorderdarm oder Magen",1,2,"Anaitides spp.",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8486,1,1,10,17,"Vorderdarm oder Magen",3,6,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8486,1,1,10,17,"Vorderdarm oder Magen",NA,12,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8487,1,1,10,17,"Vorderdarm oder Magen",9,22,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8487,1,1,10,17,"Vorderdarm oder Magen",NA,2,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8488,1,1,20,18,"Vorderdarm oder Magen",66,127,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8488,1,1,20,18,"Vorderdarm oder Magen",NA,30,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8489,1,1,10,18,"Vorderdarm oder Magen",1,3,"Mysis mixta",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8489,1,1,10,18,"Vorderdarm oder Magen",2,2,"Gastosaccus spinifer",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8489,1,1,10,18,"Vorderdarm oder Magen",18,39,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8489,1,1,10,18,"Vorderdarm oder Magen",1,73,"Pomatoschistus minutus",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8489,1,1,10,18,"Vorderdarm oder Magen",NA,46,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8489,1,1,10,18,"Vorderdarm oder Magen",2,57,"Nephthys spp.",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8490,1,1,10,18,"Vorderdarm oder Magen",27,55,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8490,1,1,10,18,"Vorderdarm oder Magen",1,3,"Disoma multisectosum",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8490,1,1,10,18,"Vorderdarm oder Magen",NA,27,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8491,1,1,10,18,"Vorderdarm oder Magen",20,42,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8491,1,1,10,18,"Vorderdarm oder Magen",1,2,"Idothea spp.",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8491,1,1,10,18,"Vorderdarm oder Magen",NA,10,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8492,1,1,20,19,"Vorderdarm oder Magen",1,3,"Crangon crangon",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8492,1,1,20,19,"Vorderdarm oder Magen",83,164,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8492,1,1,20,19,"Vorderdarm oder Magen",NA,26,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8493,1,1,10,19,"Vorderdarm oder Magen",70,135,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8493,1,1,10,19,"Vorderdarm oder Magen",NA,28,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8494,1,1,20,21,"Vorderdarm oder Magen",49,108,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8494,1,1,20,21,"Vorderdarm oder Magen",1,6,"Crangon crangon",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8494,1,1,20,21,"Vorderdarm oder Magen",3,64,"Anaitides spp.",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8494,1,1,20,21,"Vorderdarm oder Magen",NA,39,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8494,1,1,20,21,"Vorderdarm oder Magen",2,23,"Nephthys spp.",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8495,1,1,20,25,"Vorderdarm oder Magen",51,115,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8495,1,1,20,25,"Vorderdarm oder Magen",NA,1,"Aphroditidae spp.",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8495,1,1,20,25,"Vorderdarm oder Magen",NA,5,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8496,1,1,10,25,"Vorderdarm oder Magen",NA,3,"Aphroditidae spp.",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8496,1,1,10,25,"Vorderdarm oder Magen",115,225,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8496,1,1,10,25,"Vorderdarm oder Magen",NA,32,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8497,1,1,10,25,"Vorderdarm oder Magen",179,339,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8497,1,1,10,25,"Vorderdarm oder Magen",1,1,"Gastosaccus spinifer",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8497,1,1,10,25,"Vorderdarm oder Magen",1,2,"Crangon crangon",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8497,1,1,10,25,"Vorderdarm oder Magen",NA,89,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8497,1,1,10,25,"Vorderdarm oder Magen",1,2,"Harmothoe spp.",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8497,1,1,10,25,"Vorderdarm oder Magen",2,2,"Anaitides spp.",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8497,1,1,10,25,"Vorderdarm oder Magen",1,11,"Pectinaria koreni",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8497,1,1,10,25,"Vorderdarm oder Magen",1,5,"Disoma multisectosum",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8498,1,1,10,26,"Vorderdarm oder Magen",228,493,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8498,1,1,10,26,"Vorderdarm oder Magen",NA,70,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8499,1,1,10,27,"Vorderdarm oder Magen",51,103,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8499,1,1,10,27,"Vorderdarm oder Magen",NA,28,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8500,1,1,10,27,"Vorderdarm oder Magen",148,316,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8500,1,1,10,27,"Vorderdarm oder Magen",1,1,"Mysis mixta",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8500,1,1,10,27,"Vorderdarm oder Magen",1,1,"Nephthys spp.",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8500,1,1,10,27,"Vorderdarm oder Magen",NA,76,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8501,1,1,20,27,"Vorderdarm oder Magen",160,359,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8501,1,1,20,27,"Vorderdarm oder Magen",2,16,"Anaitides spp.",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8501,1,1,20,27,"Vorderdarm oder Magen",1,15,"Nephthys spp.",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8501,1,1,20,27,"Vorderdarm oder Magen",NA,30,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8501,1,1,20,27,"Vorderdarm oder Magen",1,11,"Pectinaria koreni",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8502,1,1,20,28,"Vorderdarm oder Magen",97,216,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8502,1,1,20,28,"Vorderdarm oder Magen",NA,4,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8503,1,1,10,28,"Vorderdarm oder Magen",120,273,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8503,1,1,10,28,"Vorderdarm oder Magen",1,2,"Crangon crangon",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8503,1,1,10,28,"Vorderdarm oder Magen",1,2,"Disoma multisectosum",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8503,1,1,10,28,"Vorderdarm oder Magen",1,117,"Pomatoschistus minutus",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8503,1,1,10,28,"Vorderdarm oder Magen",NA,36,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8504,1,1,20,30,"Vorderdarm oder Magen",97,226,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8504,1,1,20,30,"Vorderdarm oder Magen",1,14,"Crangon crangon",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8504,1,1,20,30,"Vorderdarm oder Magen",1,148,"Pomatoschistus minutus",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8504,1,1,20,30,"Vorderdarm oder Magen",NA,18,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8505,1,1,20,30,"Vorderdarm oder Magen",178,401,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8505,1,1,20,30,"Vorderdarm oder Magen",1,12,"Anaitides spp.",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8505,1,1,20,30,"Vorderdarm oder Magen",1,3,"Disoma multisectosum",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8505,1,1,20,30,"Vorderdarm oder Magen",NA,91,"Macerated",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8505,1,1,20,30,"Vorderdarm oder Magen",2,92,"Nephthys spp.",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8506,1,1,10,32,"Vorderdarm oder Magen",126,330,"Diastylis rathkei",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
8506,1,1,10,32,"Vorderdarm oder Magen",1,2,"Crangon crangon",18,"Millionenviertel","1968-11-14","1968-11-13",244,"1968-11-15",-2,9.2,20.616
